CGPA,Backlogs,Branch,10th_Percentage,12th_Percentage,DSA_Score,Projects_Count,Certifications,Internships,Hackathons_Participated,Coding_Contest_Rating,Clubs,Leadership_Roles,Placed,Skill_Score,Activity_Score,Academic_Strength
7.64,0,ECE,77.57,80.25,62.81,1,1,1,2,1031,2,1,1,35.543,38.03333333333334,7.64
7.13,2,CSE,82.32,72.11,42.26,1,1,3,3,1092,3,2,1,40.63355555555555,57.733333333333334,6.53
5.65,5,IT,74.66,80.14,42.09,2,1,2,2,1570,3,2,1,33.138111111111115,67.66666666666666,4.15
9.43,2,ECE,60.0,67.21,56.13,4,5,2,3,1531,1,2,0,52.52788888888888,59.033333333333324,8.83
7.25,5,IT,83.84,95.6,37.61,0,3,0,5,1133,1,2,1,23.660777777777774,57.766666666666666,5.75
5.97,1,CSE,83.79,75.92,84.68,5,2,1,2,1260,0,2,1,51.84844444444445,37.33333333333333,5.67
6.84,0,CYBER,86.87,80.02,19.85,1,0,1,2,953,3,1,1,18.321666666666665,42.1,6.84
7.07,0,AIDS,76.2,79.66,90.26,2,5,1,5,2000,2,0,1,60.81133333333333,83.33333333333333,7.07
9.14,4,IT,75.65,81.56,98.11,4,1,3,0,1442,0,2,0,56.02188888888888,31.400000000000006,7.94
8.67,5,CYBER,94.4,98.45,80.84,2,2,2,0,2000,2,1,1,48.1631111111111,58.333333333333336,7.17
8.85,2,ECE,64.25,69.64,49.44,0,4,0,5,800,3,1,0,34.10977777777778,55.00000000000001,8.25
5.06,0,MECH,77.53,84.41,21.13,1,0,3,4,1020,0,0,0,30.661222222222218,31.333333333333336,5.06
7.08,0,AIDS,81.42,82.43,51.94,0,4,0,0,1509,2,1,1,35.482,41.96666666666667,7.08
7.41,3,CYBER,86.06,85.0,77.04,0,2,3,2,1609,1,0,1,51.57866666666667,45.63333333333333,6.51
5.1,3,AIDS,81.7,74.86,53.04,1,2,1,2,1355,2,2,0,31.811999999999998,53.833333333333336,4.199999999999999
6.3,0,CSE,70.78,69.29,38.13,0,4,0,3,908,2,1,1,31.650111111111112,39.93333333333333,6.3
8.8,5,CSE,91.68,90.95,94.47,1,5,2,3,978,0,1,1,54.74099999999999,28.933333333333334,7.300000000000001
5.69,4,AIDS,80.02,75.27,89.62,1,0,2,4,1294,3,1,0,45.23044444444444,65.46666666666667,4.49
7.68,0,ECE,63.32,63.13,61.35,3,4,3,2,1520,2,2,1,49.97166666666667,59.33333333333333,7.68
6.08,1,IT,82.09,76.78,60.07,4,4,1,4,1710,2,0,0,52.654333333333334,67.66666666666666,5.78
5.06,2,CYBER,84.75,90.32,22.63,5,5,3,2,1046,2,0,0,51.65566666666667,33.53333333333334,4.46
6.21,4,AIDS,99.61,100.0,50.24,0,4,0,0,1122,2,1,0,34.038666666666664,29.06666666666667,5.01
9.88,1,AIDS,84.09,81.79,87.11,2,0,2,3,1398,1,1,1,44.79966666666667,49.6,9.58
9.01,4,IT,65.18,66.12,79.64,1,3,2,5,1364,3,2,1,49.092,78.8,7.81
9.8,1,AIDS,65.53,60.01,66.34,1,0,2,5,1588,3,2,1,35.135333333333335,86.26666666666665,9.5
7.44,2,CSE,92.59,87.57,59.21,5,5,2,4,1086,0,0,1,60.307444444444435,33.53333333333333,6.840000000000001
5.55,2,CSE,71.97,68.8,46.3,6,4,0,1,1096,2,1,0,48.09,34.2,4.95
7.74,3,CIVIL,64.5,63.54,60.63,1,1,2,5,1342,0,1,1,39.62233333333334,53.06666666666667,6.84
7.27,5,CSE,90.01,90.71,72.32,1,1,3,2,1072,1,1,1,49.26266666666667,32.733333333333334,5.77
9.22,1,IT,75.24,75.97,34.26,4,2,2,0,800,1,1,1,40.12244444444444,11.666666666666666,8.92
5.49,3,CIVIL,89.47,82.88,53.47,0,3,0,1,1588,2,2,0,28.029888888888888,55.599999999999994,4.59
7.44,1,IT,70.85,70.45,71.71,4,5,1,0,1251,0,2,1,49.124111111111105,25.033333333333335,7.140000000000001
5.75,3,CSE,94.74,90.65,44.84,4,2,1,0,1391,0,0,0,40.89644444444445,19.7,4.85
6.62,2,IT,88.72,71.68,51.03,6,2,2,2,1362,3,1,1,47.27566666666666,55.73333333333335,6.0200000000000005
8.69,4,ECE,72.77,88.15,61.93,6,1,1,0,810,0,2,0,43.81233333333333,10.333333333333334,7.489999999999999
7.38,3,ECE,63.4,60.0,54.82,4,0,0,4,978,1,1,0,39.66822222222221,41.6,6.48
6.88,1,CYBER,100.0,96.28,62.01,4,2,2,1,1229,1,0,1,46.96966666666667,26.966666666666665,6.58
6.97,1,CYBER,77.9,71.17,64.94,3,2,0,0,1153,2,1,1,40.47088888888889,30.099999999999998,6.67
7.3,5,ECE,72.37,67.09,21.98,0,3,1,5,1083,0,2,0,27.360666666666667,49.43333333333333,5.8
8.93,2,AIDS,93.86,92.92,85.18,0,1,1,5,1382,0,2,1,40.60955555555556,59.4,8.33
9.46,1,CSE,89.46,96.22,69.0,2,0,2,0,1481,1,0,1,42.24444444444444,29.366666666666667,9.16
9.78,0,IT,91.83,90.86,100.0,0,3,1,3,1387,2,0,1,44.93333333333333,50.9,9.78
8.93,4,AIDS,79.01,77.4,48.34,6,0,2,3,1163,3,1,1,44.02422222222222,55.1,7.7299999999999995
6.58,3,ECE,98.81,100.0,43.04,4,0,2,4,800,3,1,0,36.18977777777777,49.0,5.68
8.44,5,AIML,66.89,64.27,65.65,2,2,3,5,1048,2,2,1,47.48388888888889,61.6,6.9399999999999995
7.19,4,ECE,74.48,74.59,71.7,6,3,3,3,1093,2,2,0,61.221111111111114,51.1,5.99
6.27,2,CYBER,83.9,79.29,19.85,0,2,3,0,866,3,2,1,24.466111111111115,32.2,5.67
9.2,5,ECE,91.68,100.0,56.94,6,4,0,5,1073,1,0,0,54.159777777777784,45.766666666666666,7.699999999999999
5.19,3,ECE,86.61,91.85,65.29,6,0,1,0,1406,0,0,1,42.586999999999996,20.200000000000003,4.290000000000001
9.51,3,ECE,79.17,78.41,56.08,3,3,1,1,1712,3,0,1,48.35733333333333,56.400000000000006,8.61
7.31,0,CYBER,75.25,73.25,91.44,6,1,3,5,957,2,1,1,66.33200000000001,53.56666666666668,7.31
8.19,2,MECH,91.74,91.58,59.35,6,2,2,3,1137,2,0,0,52.805,42.56666666666666,7.59
8.3,5,AIML,87.64,86.95,51.0,3,4,2,2,895,0,1,0,45.86666666666667,20.166666666666664,6.800000000000001
9.48,5,IT,71.25,63.52,87.08,1,5,2,3,935,2,1,1,52.29066666666667,40.833333333333336,7.98
8.18,1,CSE,70.96,76.37,100.0,2,4,2,0,1242,1,1,1,56.12222222222222,26.400000000000002,7.88
8.07,0,ECE,74.55,73.41,76.18,1,4,0,1,965,2,0,1,36.07622222222223,24.833333333333336,8.07
5.33,0,CIVIL,73.26,82.75,79.37,3,2,1,3,1367,0,2,1,49.99988888888889,46.9,5.33
7.59,5,AIDS,90.3,92.41,98.99,4,1,3,1,1346,3,0,0,58.30811111111112,44.2,6.09
5.75,5,IT,84.36,71.75,37.82,6,3,0,3,1000,1,0,0,40.27933333333333,31.33333333333333,4.25
8.69,4,CIVIL,85.58,79.17,89.7,2,0,1,4,1441,2,0,1,41.85444444444445,58.699999999999996,7.489999999999999
7.56,4,ECE,81.92,71.19,34.84,0,1,0,0,800,0,1,0,23.340888888888887,5.0,6.359999999999999
8.4,4,CIVIL,82.39,75.92,78.0,5,2,2,0,986,3,2,0,56.755555555555546,36.199999999999996,7.2
5.21,0,AIDS,64.18,60.0,52.12,1,5,0,2,1267,3,0,1,43.38044444444444,47.56666666666667,5.21
5.42,1,IT,87.94,89.2,79.48,1,3,0,0,990,0,0,0,46.344,6.333333333333334,5.12
8.58,3,ECE,74.37,72.78,93.85,6,0,2,2,969,3,1,1,61.48833333333332,42.63333333333333,7.68
5.36,4,AIML,79.67,83.37,65.7,4,5,2,0,1709,3,0,1,52.13222222222221,50.3,4.16
5.36,1,AIDS,75.27,75.08,60.25,2,3,3,3,1304,3,0,1,50.974999999999994,54.800000000000004,5.0600000000000005
5.06,2,MECH,81.46,80.26,62.97,4,0,3,3,1520,3,1,1,47.36877777777777,67.0,4.46
9.78,4,MECH,85.73,95.75,77.65,3,0,1,4,1071,0,0,0,44.16166666666667,33.03333333333333,8.58
8.69,3,IT,69.91,71.03,69.71,2,4,3,3,849,0,2,0,53.713,29.633333333333333,7.789999999999999
6.77,2,MECH,82.53,82.12,90.18,2,5,3,1,1437,2,1,0,56.56511111111111,45.56666666666667,6.17
6.48,2,AIDS,75.51,71.24,91.17,6,5,1,3,1025,2,2,1,64.39544444444444,48.83333333333333,5.880000000000001
6.75,3,CIVIL,93.21,87.34,58.41,0,2,0,2,1498,1,0,1,28.756333333333327,41.93333333333334,5.85
8.87,4,IT,68.85,72.71,76.62,6,1,0,5,1355,3,1,0,52.97488888888889,73.50000000000001,7.669999999999999
8.31,0,IT,69.97,73.53,70.67,1,4,0,4,1312,3,1,1,40.101000000000006,66.06666666666668,8.31
5.93,3,IT,76.4,84.26,24.9,6,4,2,5,1086,1,0,1,50.125555555555565,46.199999999999996,5.029999999999999
5.87,3,CSE,70.74,73.14,50.12,4,3,1,5,1761,0,2,1,43.62488888888888,72.03333333333333,4.970000000000001
5.49,3,CSE,77.76,75.79,86.95,2,5,0,1,1531,0,0,1,52.285000000000004,30.366666666666664,4.59
8.3,2,ECE,74.72,77.28,54.01,1,0,3,1,1109,1,1,1,36.94744444444444,27.96666666666667,7.700000000000001
8.82,1,CSE,80.88,80.48,100.0,0,0,3,0,1441,2,1,1,53.377777777777766,39.699999999999996,8.52
6.33,0,CSE,90.08,94.41,82.57,0,3,3,2,1052,2,1,1,53.993222222222215,38.733333333333334,6.33
5.1,4,MECH,80.71,87.38,61.05,5,5,1,5,1048,3,0,0,52.93722222222221,58.266666666666666,3.8999999999999995
5.41,4,CSE,81.62,80.78,65.77,4,2,1,3,1604,2,0,0,42.431,58.13333333333334,4.21
9.84,1,CSE,69.43,78.21,58.35,4,0,3,3,1205,0,0,1,43.105000000000004,31.5,9.54
6.48,3,IT,78.66,84.6,54.58,4,4,2,0,1402,1,2,1,49.44066666666666,36.73333333333334,5.58
8.85,0,IT,75.78,75.87,100.0,2,4,2,3,1133,1,2,1,56.666666666666664,45.766666666666666,8.85
8.12,4,MECH,86.82,90.17,55.83,4,5,0,1,1433,1,2,0,44.371222222222215,43.766666666666666,6.919999999999999
6.91,5,CSE,72.35,73.88,83.27,2,0,0,3,1257,2,1,1,37.83655555555555,51.56666666666667,5.41
6.03,4,CYBER,71.39,71.5,30.1,5,0,0,5,1119,1,2,0,30.630000000000003,57.3,4.83
5.61,3,AIML,83.17,92.74,31.57,5,2,0,3,1076,1,1,0,44.09322222222222,38.86666666666667,4.710000000000001
8.08,5,CYBER,99.8,100.0,100.0,5,5,0,1,1455,2,2,0,61.44444444444444,51.16666666666666,6.58
8.87,1,MECH,78.24,74.04,71.63,3,0,1,2,1225,0,2,0,41.81122222222221,36.16666666666667,8.569999999999999
8.22,0,AIDS,81.68,76.54,57.83,6,2,1,5,1574,3,1,0,50.41566666666667,80.80000000000001,8.22
7.65,1,CIVIL,89.48,84.54,93.01,4,4,2,2,965,0,0,1,60.89188888888888,17.5,7.3500000000000005
5.21,1,CSE,85.1,87.55,78.47,0,2,2,1,1452,2,2,0,46.18544444444444,51.06666666666666,4.91
9.84,0,ECE,85.16,83.46,95.13,3,0,1,1,1175,1,1,1,48.62788888888889,30.166666666666664,9.84
8.99,0,AIDS,79.05,80.71,61.07,6,1,2,5,918,3,0,1,54.43211111111111,53.93333333333333,8.99
6.46,4,IT,79.24,83.92,54.08,2,5,3,4,1812,0,0,0,50.090666666666664,57.733333333333334,5.26
9.9,4,CSE,72.45,82.59,83.23,1,0,2,4,1031,3,0,1,43.857888888888894,51.7,8.700000000000001
8.01,0,CYBER,84.86,83.27,81.44,6,1,3,3,907,0,1,1,57.187555555555555,26.566666666666666,8.01
7.91,5,AIDS,84.64,77.59,56.89,4,4,3,5,1471,0,2,1,51.60033333333334,62.36666666666667,6.41
8.74,2,CSE,87.17,96.13,74.62,4,5,0,5,1125,2,2,1,46.04155555555556,64.16666666666666,8.14
9.06,4,MECH,75.12,67.83,78.14,2,3,2,3,1673,0,2,1,46.08644444444444,57.10000000000001,7.86
8.28,2,CSE,88.3,80.82,94.65,4,5,3,4,973,1,0,1,67.26166666666667,36.43333333333333,7.68
5.64,5,CYBER,91.33,100.0,70.79,5,4,2,3,1810,2,2,1,52.681444444444445,74.99999999999999,4.14
6.69,0,IT,67.86,73.19,30.82,6,4,2,2,1337,3,1,1,48.63488888888889,54.900000000000006,6.69
9.64,5,IT,77.03,79.46,71.43,4,4,1,2,1195,2,2,0,54.74011111111111,48.5,8.14
6.12,4,AIDS,91.75,91.5,39.54,2,2,1,0,800,0,2,0,30.573111111111107,10.0,4.92
6.86,1,ECE,73.5,72.31,73.17,2,4,0,4,866,3,2,1,43.89544444444444,56.2,6.5600000000000005
7.16,0,CIVIL,85.29,82.03,81.76,3,3,2,2,1101,1,2,1,54.57244444444444,38.7,7.16
7.2,3,ECE,80.09,78.67,65.52,5,0,1,0,1442,2,1,0,44.04488888888889,39.733333333333334,6.300000000000001
8.06,2,IT,83.31,83.07,62.46,6,1,3,1,954,0,2,1,56.70466666666667,21.133333333333333,7.460000000000001
9.72,5,CIVIL,80.39,73.52,77.46,4,5,3,5,887,3,0,1,65.44911111111111,52.89999999999999,8.22
6.2,0,CSE,87.46,83.36,62.7,3,5,0,2,1282,1,2,1,44.47666666666667,44.733333333333334,6.2
5.61,5,ECE,69.78,60.0,42.74,0,4,3,0,1413,1,0,1,40.77755555555556,27.1,4.11
5.99,0,IT,70.87,71.26,33.06,6,1,2,3,1724,2,0,1,45.406888888888886,62.13333333333334,5.99
9.43,4,CIVIL,94.65,95.04,33.67,1,4,3,5,800,3,0,1,38.37877777777777,50.0,8.23
8.23,4,AIML,100.0,100.0,93.99,2,2,0,0,1094,0,1,0,48.24144444444444,14.800000000000002,7.03
6.43,4,AIML,79.95,81.82,69.57,6,1,0,2,848,3,0,0,45.493222222222215,33.6,5.2299999999999995
9.08,5,ECE,97.15,94.37,80.15,6,4,3,3,901,1,0,1,65.52277777777779,28.03333333333333,7.58
9.31,3,IT,72.28,71.28,99.34,4,4,2,3,1077,3,2,1,66.9131111111111,57.233333333333334,8.41
9.23,4,ECE,74.68,77.12,48.55,2,3,1,0,875,2,1,1,38.38722222222222,20.833333333333332,8.030000000000001
9.59,0,AIDS,94.57,95.71,40.76,2,3,2,0,944,3,1,1,39.928,29.799999999999997,9.59
6.26,4,IT,88.04,90.93,66.49,6,3,2,2,1410,3,1,1,61.30255555555555,57.33333333333335,5.06
8.78,1,AIML,96.06,97.95,77.24,6,2,2,3,1440,2,0,1,55.83866666666667,52.666666666666664,8.479999999999999
7.3,4,IT,84.69,83.42,29.39,4,1,3,4,893,3,0,1,40.38366666666667,47.1,6.1
9.21,5,AIML,69.87,67.2,80.74,1,2,1,0,1308,2,0,1,50.23311111111111,30.266666666666666,7.710000000000001
8.64,3,AIDS,82.24,79.29,62.71,3,0,2,4,814,2,2,0,41.14633333333334,47.8,7.74
8.88,1,AIDS,92.02,87.39,55.77,0,4,1,4,1009,2,0,0,33.431,44.3,8.58
8.28,5,IT,78.67,73.26,62.24,5,4,0,3,824,1,1,0,52.39422222222223,30.466666666666665,6.779999999999999
5.89,5,CSE,77.14,86.33,8.11,1,4,1,2,800,3,2,0,21.477444444444444,42.00000000000001,4.39
7.73,5,ECE,84.84,85.46,54.3,0,3,3,4,1728,2,2,0,38.123333333333335,78.26666666666667,6.23
9.92,0,IT,74.4,73.63,63.03,5,4,0,2,1259,0,1,1,44.69788888888889,32.300000000000004,9.92
9.69,5,CSE,82.96,80.48,87.08,1,3,0,0,1157,0,0,1,41.54622222222223,11.899999999999999,8.19
5.22,0,MECH,80.64,82.78,50.41,0,0,2,3,1295,1,2,0,31.43411111111111,51.16666666666666,5.22
5.82,5,ECE,75.1,81.11,69.4,6,2,1,1,1129,2,1,0,52.408888888888896,35.300000000000004,4.32
5.66,2,CIVIL,89.81,93.42,4.8,4,2,0,3,1429,2,0,0,28.97333333333333,52.300000000000004,5.0600000000000005
8.63,1,CIVIL,86.46,91.07,53.87,6,2,0,1,1275,1,2,1,41.461000000000006,38.5,8.33
9.09,2,CSE,76.46,73.53,84.06,2,3,1,5,972,3,2,1,54.329111111111104,65.73333333333333,8.49
6.07,5,AIML,79.85,79.83,51.66,6,5,1,0,1554,2,2,1,51.68688888888888,48.46666666666667,4.57
7.53,1,CSE,77.29,74.42,82.06,2,5,0,2,1496,2,2,1,53.69577777777778,58.533333333333324,7.23
9.2,1,ECE,73.61,74.15,37.43,5,1,0,0,1227,0,2,1,35.99566666666667,24.233333333333334,8.899999999999999
8.66,3,ECE,63.02,69.38,85.44,6,5,1,3,1575,2,0,1,66.17644444444444,57.166666666666664,7.76
7.71,2,AIDS,75.16,77.36,53.27,0,1,3,1,1385,1,1,1,35.75877777777778,37.166666666666664,7.11
7.95,3,CSE,73.76,81.89,52.53,0,0,1,5,1316,0,2,0,29.747888888888884,57.199999999999996,7.050000000000001
7.54,1,ECE,81.15,79.71,85.03,3,1,3,1,1277,1,1,1,56.364555555555555,33.56666666666667,7.24
6.49,0,CIVIL,84.41,80.37,83.18,5,0,0,3,1588,1,1,1,48.653999999999996,55.93333333333334,6.49
7.83,1,IT,71.98,74.54,87.32,1,4,2,3,1285,2,1,1,53.62933333333334,52.5,7.53
8.44,3,CIVIL,83.73,84.33,100.0,1,2,1,0,1798,3,0,1,54.766666666666666,53.266666666666666,7.539999999999999
9.37,2,AIML,70.44,72.05,99.67,3,5,0,4,1548,2,1,1,59.534333333333336,67.26666666666667,8.77
8.18,5,AIML,78.75,79.61,52.5,4,3,0,1,1219,3,1,0,44.27222222222222,44.96666666666667,6.68
8.81,5,CSE,73.98,71.55,74.36,1,0,2,3,1462,0,1,1,39.952444444444446,45.06666666666666,7.3100000000000005
5.8,2,IT,87.46,88.44,49.3,6,5,1,0,1194,1,2,1,48.801111111111105,29.800000000000004,5.2
7.31,5,IT,81.17,86.03,99.04,5,3,0,4,1778,1,2,0,56.611999999999995,73.26666666666667,5.81
5.05,5,ECE,78.9,84.28,74.83,1,3,3,2,1559,2,1,1,44.29344444444444,55.63333333333333,3.55
6.23,3,IT,73.75,71.3,54.89,4,2,2,3,1196,3,0,1,50.12255555555556,51.2,5.33
8.63,2,IT,76.71,77.87,88.22,4,4,3,4,941,1,2,1,62.166,45.36666666666667,8.030000000000001
9.96,4,AIML,98.29,100.0,52.65,1,4,1,2,1422,1,2,1,41.21722222222222,49.4,8.760000000000002
5.5,0,AIML,74.99,72.65,59.98,5,1,3,5,1325,3,1,1,48.87177777777778,72.50000000000001,5.5
7.01,0,CSE,84.79,81.55,43.78,4,5,2,2,1847,1,1,1,49.60066666666666,58.56666666666668,7.01
9.0,5,IT,78.87,82.85,38.73,2,4,0,0,800,1,0,0,33.019,6.666666666666667,7.5
6.02,0,ECE,84.51,87.6,73.29,3,2,2,1,1201,1,2,1,49.253666666666675,36.03333333333334,6.02
7.78,2,IT,88.37,84.18,84.55,1,5,0,3,923,3,1,1,48.52055555555555,47.1,7.180000000000001
8.67,2,CIVIL,76.46,69.46,79.97,6,3,0,4,1081,3,2,0,51.91322222222221,63.366666666666674,8.07
8.08,1,CIVIL,87.1,88.16,64.24,4,0,3,5,1689,0,1,0,48.29422222222222,64.63333333333334,7.78
5.94,1,AIDS,100.0,97.91,31.87,6,0,2,5,800,1,1,1,39.23877777777778,41.666666666666664,5.640000000000001
6.78,0,CYBER,85.68,77.26,38.16,6,4,2,2,800,1,0,0,50.91466666666666,18.666666666666664,6.78
8.92,4,MECH,96.14,92.7,52.71,4,1,0,5,1338,0,2,0,40.257444444444445,57.93333333333334,7.72
7.77,1,CIVIL,84.81,87.82,61.68,1,0,2,1,1267,3,2,1,35.44844444444444,51.56666666666667,7.47
5.03,1,IT,70.68,69.92,74.15,0,1,1,2,1172,3,1,0,37.45611111111111,49.4,4.73
8.8,2,MECH,82.76,90.59,92.73,6,0,1,3,964,2,0,1,56.03011111111111,36.8,8.200000000000001
5.18,4,ECE,76.7,66.26,20.41,4,1,3,3,1382,3,0,1,34.656333333333336,57.400000000000006,3.9799999999999995
8.73,5,CSE,74.04,80.73,57.28,0,1,3,5,1116,2,0,0,35.63955555555556,53.86666666666666,7.23
6.01,0,IT,79.27,77.55,43.16,3,3,2,0,810,0,2,0,37.78133333333333,10.333333333333334,6.01
9.79,1,IT,78.45,76.01,25.82,6,2,3,3,1126,3,1,1,46.39044444444445,53.866666666666674,9.489999999999998
6.84,4,AIML,69.4,61.64,73.02,2,0,2,3,1642,0,1,1,45.3171111111111,51.06666666666667,5.64
6.63,4,IT,100.0,100.0,55.75,2,5,3,3,1099,2,0,0,53.31388888888888,41.300000000000004,5.43
5.74,0,IT,88.08,78.94,53.96,3,4,1,1,975,1,0,1,41.01022222222222,18.5,5.74
6.53,4,ECE,82.44,86.53,87.06,2,2,0,4,1346,1,0,0,41.18466666666667,48.86666666666667,5.33
9.38,4,CIVIL,80.9,73.33,76.18,6,3,0,4,1396,0,2,1,47.50955555555556,53.86666666666666,8.180000000000001
9.98,4,CSE,92.02,85.24,68.79,4,3,1,5,1387,1,1,1,47.281444444444446,61.23333333333334,8.780000000000001
6.84,1,AIML,100.0,94.04,73.15,4,3,0,3,1192,0,0,0,46.18944444444445,31.066666666666663,6.54
7.24,0,AIDS,86.85,83.27,84.89,5,4,2,4,1694,2,0,1,62.82255555555556,67.13333333333334,7.24
8.61,4,MECH,81.21,85.92,76.48,2,0,2,5,1019,1,1,0,49.93288888888889,48.96666666666666,7.409999999999999
9.43,4,CIVIL,94.73,100.0,88.44,5,0,1,3,1290,2,2,1,53.254222222222225,57.666666666666664,8.23
7.97,1,CSE,81.42,78.36,64.41,6,1,1,4,1169,3,2,1,55.367444444444445,66.3,7.67
6.96,0,IT,84.35,84.12,60.65,2,1,1,4,803,1,2,1,38.48388888888889,40.766666666666666,6.96
7.06,2,CYBER,90.01,92.46,65.08,6,5,1,5,1334,1,1,1,57.96844444444444,59.46666666666667,6.46
8.48,1,CSE,76.14,74.49,54.83,5,1,0,2,1202,1,2,1,39.81566666666667,42.06666666666666,8.18
5.02,0,IT,60.0,62.25,41.22,0,4,0,5,1049,0,0,0,31.799333333333337,38.3,5.02
8.1,4,MECH,75.65,75.63,95.55,2,2,0,1,1530,3,2,1,42.409444444444446,60.333333333333336,6.8999999999999995
6.78,0,IT,87.73,86.46,96.39,0,0,2,2,1323,3,1,1,45.461444444444446,54.43333333333334,6.78
8.97,0,AIML,87.03,79.93,100.0,6,1,3,2,1823,3,2,1,69.36666666666666,76.1,8.97
5.46,5,CSE,93.43,94.17,28.36,2,4,2,4,1183,2,1,0,33.61911111111111,55.1,3.96
7.94,0,CYBER,76.03,80.82,38.81,6,4,3,0,1206,3,1,0,48.68744444444445,38.53333333333334,7.94
7.4,2,MECH,95.81,91.92,40.71,0,5,1,0,901,0,2,0,38.690777777777775,13.366666666666669,6.800000000000001
8.21,0,CYBER,81.85,72.01,71.25,2,1,1,1,856,0,0,1,46.875,7.866666666666666,8.21
5.32,2,IT,86.04,84.45,0.0,4,5,0,3,1141,2,1,0,30.422222222222217,47.7,4.720000000000001
7.9,4,MECH,89.04,96.58,55.22,1,3,0,4,800,2,2,0,33.31044444444444,47.33333333333333,6.7
7.81,2,AIDS,66.18,72.24,94.68,3,3,3,1,1293,3,1,1,61.31511111111111,47.43333333333333,7.21
7.8,4,ECE,69.95,67.05,86.17,2,3,3,2,1595,3,2,1,53.46211111111111,68.5,6.6
8.02,4,ECE,69.62,71.9,57.41,5,1,0,4,927,0,0,1,38.334111111111106,28.233333333333334,6.819999999999999
8.38,2,MECH,90.72,93.79,60.74,5,4,1,2,1065,0,1,1,52.47755555555557,25.83333333333333,7.780000000000001
9.02,1,CYBER,76.95,84.4,83.97,4,4,0,1,920,3,0,0,55.091,30.000000000000004,8.719999999999999
6.35,3,ECE,100.0,92.25,77.95,5,0,1,0,1013,0,0,1,43.49611111111111,7.1,5.449999999999999
9.13,0,AIML,80.03,74.69,62.46,1,3,1,1,974,2,0,1,37.80466666666667,25.13333333333333,9.13
7.49,5,IT,65.29,60.0,60.27,4,1,2,5,1063,0,0,0,45.92544444444444,38.766666666666666,5.99
5.39,3,ECE,73.28,69.88,43.11,5,0,2,4,1154,3,0,1,39.41077777777778,55.800000000000004,4.49
5.29,0,CYBER,81.17,86.51,27.34,0,4,3,4,1106,2,2,0,37.635333333333335,57.533333333333324,5.29
6.67,0,CIVIL,85.15,82.35,56.46,0,0,1,3,1616,0,0,1,27.58244444444444,45.2,6.67
8.92,4,AIDS,70.15,63.61,66.2,0,3,0,0,1085,2,2,1,35.73777777777777,32.833333333333336,7.72
8.54,0,AIML,85.68,86.82,44.98,6,2,1,4,1292,3,0,1,42.04955555555555,60.400000000000006,8.54
8.94,5,ECE,88.36,89.62,85.14,0,3,3,0,1135,0,0,1,52.97533333333333,11.166666666666668,7.4399999999999995
7.59,0,CSE,73.59,68.51,75.1,6,3,1,4,1778,3,1,1,55.80777777777778,81.60000000000001,7.59
7.2,2,CSE,99.69,97.16,77.42,1,1,1,0,1324,1,2,1,40.781555555555556,34.13333333333334,6.6000000000000005
5.74,3,CYBER,74.67,75.43,40.82,5,2,3,5,1042,3,0,1,46.446,58.06666666666666,4.84
6.64,2,AIDS,70.0,73.73,21.03,0,5,1,1,800,1,0,1,29.83122222222222,12.666666666666664,6.04
7.17,5,IT,64.71,61.46,72.7,1,2,2,0,1535,2,0,0,40.11,37.833333333333336,5.67
5.44,0,CSE,92.21,88.24,41.43,6,2,3,2,1146,2,2,1,49.284555555555556,46.86666666666667,5.44
6.1,5,CSE,80.23,89.79,40.2,3,4,2,5,1162,1,2,1,43.87111111111111,58.733333333333334,4.6
7.99,4,AIDS,75.21,73.84,42.31,1,0,3,1,800,2,2,1,37.793,29.333333333333332,6.79
8.68,2,IT,65.26,66.51,65.39,6,4,1,4,992,2,1,1,60.57255555555555,48.733333333333334,8.08
9.99,2,ECE,76.11,79.35,100.0,6,5,2,4,1000,3,1,1,71.7,55.666666666666664,9.39
9.67,1,MECH,100.0,91.07,65.72,1,2,2,3,1076,1,0,1,38.016000000000005,33.86666666666667,9.37
8.21,0,AIDS,60.0,60.0,46.77,6,1,0,5,990,0,2,1,45.57544444444444,46.333333333333336,8.21
7.11,4,CIVIL,73.68,65.45,76.07,6,5,2,2,880,2,2,0,66.69877777777778,38.0,5.91
8.18,2,CIVIL,97.93,97.27,71.86,6,3,2,5,1238,2,1,0,59.25799999999999,62.93333333333333,7.58
8.93,2,CSE,92.49,99.36,29.76,6,3,1,3,944,0,0,1,42.12800000000001,22.799999999999997,8.33
5.59,4,MECH,74.29,69.3,68.71,3,4,2,5,1026,3,2,1,53.66855555555555,67.53333333333332,4.39
7.05,5,CYBER,82.04,73.7,97.75,6,5,2,1,1132,3,2,0,72.03611111111111,47.06666666666667,5.55
9.2,5,AIML,84.63,94.07,21.48,4,4,2,3,1057,3,0,1,39.66622222222222,46.56666666666667,7.699999999999999
6.92,0,IT,81.34,75.6,37.38,1,1,1,1,853,0,1,1,36.314,12.766666666666666,6.92
7.86,1,CSE,97.84,90.35,9.83,4,3,3,3,1442,3,1,0,37.037888888888894,64.4,7.5600000000000005
7.94,2,CSE,83.4,91.49,65.69,3,4,1,0,1173,2,2,0,44.373666666666665,35.766666666666666,7.340000000000001
5.92,1,ECE,91.36,85.42,76.92,1,0,2,1,1560,3,0,1,41.73155555555555,51.33333333333334,5.62
