CGPA,Backlogs,Branch,10th_Percentage,12th_Percentage,skills,DSA_Score,Projects_Count,Certifications,Internships,Hackathons_Participated,Coding_Contest_Rating,Clubs,Leadership_Roles,Placed
8.08,1,CIVIL,87.1,88.16,"[{""skill"": ""presentation"", ""level"": ""Expert""}, {""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""react"", ""level"": ""Expert""}]",64.24,4,0,3,5,1689,0,1,0
5.94,1,AIDS,100.0,97.91,"[{""skill"": ""excel"", ""level"": ""Expert""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Beginner""}, {""skill"": ""communication"", ""level"": ""Advanced""}]",31.87,6,0,2,5,800,1,1,1
6.78,0,CYBER,85.68,77.26,"[{""skill"": ""css"", ""level"": ""Expert""}, {""skill"": ""excel"", ""level"": ""Expert""}, {""skill"": ""java"", ""level"": ""Intermediate""}]",38.16,6,4,2,2,800,1,0,0
8.92,4,MECH,96.14,92.7,"[{""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""ai"", ""level"": ""Expert""}, {""skill"": ""devops"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""machine learning"", ""level"": ""Intermediate""}]",52.71,4,1,0,5,1338,0,2,0
7.77,1,CIVIL,84.81,87.82,"[{""skill"": ""css"", ""level"": ""Expert""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""figma"", ""level"": ""Advanced""}]",61.68,1,0,2,1,1267,3,2,1
5.03,1,IT,70.68,69.92,"[{""skill"": ""java"", ""level"": ""Intermediate""}, {""skill"": ""data science"", ""level"": ""Advanced""}, {""skill"": ""html"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}]",74.15,0,1,1,2,1172,3,1,0
8.8,2,MECH,82.76,90.59,"[{""skill"": ""ai"", ""level"": ""Advanced""}, {""skill"": ""docker"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""java"", ""level"": ""Intermediate""}]",92.73,6,0,1,3,964,2,0,1
5.18,4,ECE,76.7,66.26,"[{""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""git"", ""level"": ""Advanced""}, {""skill"": ""testing"", ""level"": ""Intermediate""}]",20.41,4,1,3,3,1382,3,0,1
8.73,5,CSE,74.04,80.73,"[{""skill"": ""css"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Beginner""}, {""skill"": ""testing"", ""level"": ""Advanced""}, {""skill"": ""c++"", ""level"": ""Beginner""}]",57.28,0,1,3,5,1116,2,0,0
6.01,0,IT,79.27,77.55,"[{""skill"": ""css"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Beginner""}, {""skill"": ""leadership"", ""level"": ""Intermediate""}]",43.16,3,3,2,0,810,0,2,0
9.79,1,IT,78.45,76.01,"[{""skill"": ""html"", ""level"": ""Beginner""}, {""skill"": ""docker"", ""level"": ""Advanced""}, {""skill"": ""cloud"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""ai"", ""level"": ""Beginner""}]",25.82,6,2,3,3,1126,3,1,1
6.84,4,AIML,69.4,61.64,"[{""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""machine learning"", ""level"": ""Intermediate""}, {""skill"": ""excel"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Advanced""}, {""skill"": ""data science"", ""level"": ""Advanced""}]",73.02,2,0,2,3,1642,0,1,1
6.63,4,IT,100.0,100.0,"[{""skill"": ""dsa"", ""level"": ""Intermediate""}, {""skill"": ""testing"", ""level"": ""Beginner""}, {""skill"": ""ai"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Expert""}, {""skill"": ""devops"", ""level"": ""Advanced""}]",55.75,2,5,3,3,1099,2,0,0
5.74,0,IT,88.08,78.94,"[{""skill"": ""communication"", ""level"": ""Beginner""}, {""skill"": ""cloud"", ""level"": ""Beginner""}, {""skill"": ""java"", ""level"": ""Intermediate""}, {""skill"": ""figma"", ""level"": ""Intermediate""}]",53.96,3,4,1,1,975,1,0,1
6.53,4,ECE,82.44,86.53,"[{""skill"": ""c++"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Advanced""}, {""skill"": ""excel"", ""level"": ""Beginner""}]",87.06,2,2,0,4,1346,1,0,0
9.38,4,CIVIL,80.9,73.33,"[{""skill"": ""html"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Beginner""}, {""skill"": ""sql"", ""level"": ""Beginner""}]",76.18,6,3,0,4,1396,0,2,1
9.98,4,CSE,92.02,85.24,"[{""skill"": ""html"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""data science"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Advanced""}]",68.79,4,3,1,5,1387,1,1,1
6.84,1,AIML,100.0,94.04,"[{""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""excel"", ""level"": ""Advanced""}, {""skill"": ""cloud"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}]",73.15,4,3,0,3,1192,0,0,0
7.24,0,AIDS,86.85,83.27,"[{""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""communication"", ""level"": ""Expert""}, {""skill"": ""c++"", ""level"": ""Advanced""}, {""skill"": ""devops"", ""level"": ""Intermediate""}]",84.89,5,4,2,4,1694,2,0,1
8.61,4,MECH,81.21,85.92,"[{""skill"": ""figma"", ""level"": ""Expert""}, {""skill"": ""react"", ""level"": ""Intermediate""}, {""skill"": ""dsa"", ""level"": ""Advanced""}, {""skill"": ""excel"", ""level"": ""Advanced""}, {""skill"": ""communication"", ""level"": ""Beginner""}, {""skill"": ""c++"", ""level"": ""Intermediate""}]",76.48,2,0,2,5,1019,1,1,0
9.43,4,CIVIL,94.73,100.0,"[{""skill"": ""excel"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Beginner""}, {""skill"": ""data science"", ""level"": ""Intermediate""}, {""skill"": ""machine learning"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""testing"", ""level"": ""Beginner""}]",88.44,5,0,1,3,1290,2,2,1
7.97,1,CSE,81.42,78.36,"[{""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""docker"", ""level"": ""Beginner""}, {""skill"": ""c++"", ""level"": ""Intermediate""}, {""skill"": ""ai"", ""level"": ""Expert""}, {""skill"": ""cloud"", ""level"": ""Expert""}]",64.41,6,1,1,4,1169,3,2,1
6.96,0,IT,84.35,84.12,"[{""skill"": ""figma"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Expert""}, {""skill"": ""cloud"", ""level"": ""Intermediate""}, {""skill"": ""machine learning"", ""level"": ""Intermediate""}]",60.65,2,1,1,4,803,1,2,1
7.06,2,CYBER,90.01,92.46,"[{""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""dsa"", ""level"": ""Advanced""}, {""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""react"", ""level"": ""Advanced""}]",65.08,6,5,1,5,1334,1,1,1
8.48,1,CSE,76.14,74.49,"[{""skill"": ""devops"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}, {""skill"": ""c++"", ""level"": ""Advanced""}]",54.83,5,1,0,2,1202,1,2,1
5.02,0,IT,60.0,62.25,"[{""skill"": ""data science"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Intermediate""}, {""skill"": ""cloud"", ""level"": ""Advanced""}, {""skill"": ""html"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Advanced""}]",41.22,0,4,0,5,1049,0,0,0
8.1,4,MECH,75.65,75.63,"[{""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""node"", ""level"": ""Intermediate""}, {""skill"": ""data science"", ""level"": ""Beginner""}]",95.55,2,2,0,1,1530,3,2,1
6.78,0,IT,87.73,86.46,"[{""skill"": ""css"", ""level"": ""Advanced""}, {""skill"": ""node"", ""level"": ""Beginner""}, {""skill"": ""react"", ""level"": ""Intermediate""}, {""skill"": ""java"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}]",96.39,0,0,2,2,1323,3,1,1
8.97,0,AIML,87.03,79.93,"[{""skill"": ""c++"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}, {""skill"": ""docker"", ""level"": ""Advanced""}, {""skill"": ""testing"", ""level"": ""Intermediate""}, {""skill"": ""devops"", ""level"": ""Advanced""}]",100.0,6,1,3,2,1823,3,2,1
5.46,5,CSE,93.43,94.17,"[{""skill"": ""excel"", ""level"": ""Beginner""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""ai"", ""level"": ""Intermediate""}, {""skill"": ""testing"", ""level"": ""Beginner""}]",28.36,2,4,2,4,1183,2,1,0
7.94,0,CYBER,76.03,80.82,"[{""skill"": ""figma"", ""level"": ""Beginner""}, {""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}]",38.81,6,4,3,0,1206,3,1,0
7.4,2,MECH,95.81,91.92,"[{""skill"": ""excel"", ""level"": ""Intermediate""}, {""skill"": ""node"", ""level"": ""Advanced""}, {""skill"": ""data science"", ""level"": ""Expert""}, {""skill"": ""css"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}]",40.71,0,5,1,0,901,0,2,0
8.21,0,CYBER,81.85,72.01,"[{""skill"": ""ai"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""docker"", ""level"": ""Expert""}, {""skill"": ""sql"", ""level"": ""Advanced""}, {""skill"": ""html"", ""level"": ""Expert""}]",71.25,2,1,1,1,856,0,0,1
5.32,2,IT,86.04,84.45,"[{""skill"": ""teamwork"", ""level"": ""Beginner""}, {""skill"": ""dsa"", ""level"": ""Advanced""}, {""skill"": ""docker"", ""level"": ""Advanced""}, {""skill"": ""python"", ""level"": ""Intermediate""}, {""skill"": ""cybersecurity"", ""level"": ""Beginner""}]",0.0,4,5,0,3,1141,2,1,0
7.9,4,MECH,89.04,96.58,"[{""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""ai"", ""level"": ""Expert""}]",55.22,1,3,0,4,800,2,2,0
7.81,2,AIDS,66.18,72.24,"[{""skill"": ""data science"", ""level"": ""Beginner""}, {""skill"": ""leadership"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Advanced""}, {""skill"": ""figma"", ""level"": ""Advanced""}]",94.68,3,3,3,1,1293,3,1,1
7.8,4,ECE,69.95,67.05,"[{""skill"": ""git"", ""level"": ""Intermediate""}, {""skill"": ""node"", ""level"": ""Advanced""}, {""skill"": ""leadership"", ""level"": ""Intermediate""}]",86.17,2,3,3,2,1595,3,2,1
8.02,4,ECE,69.62,71.9,"[{""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""java"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Beginner""}, {""skill"": ""communication"", ""level"": ""Intermediate""}]",57.41,5,1,0,4,927,0,0,1
8.38,2,MECH,90.72,93.79,"[{""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""excel"", ""level"": ""Advanced""}, {""skill"": ""python"", ""level"": ""Expert""}, {""skill"": ""management"", ""level"": ""Beginner""}]",60.74,5,4,1,2,1065,0,1,1
9.02,1,CYBER,76.95,84.4,"[{""skill"": ""figma"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Beginner""}, {""skill"": ""ai"", ""level"": ""Expert""}]",83.97,4,4,0,1,920,3,0,0
6.35,3,ECE,100.0,92.25,"[{""skill"": ""node"", ""level"": ""Beginner""}, {""skill"": ""leadership"", ""level"": ""Intermediate""}, {""skill"": ""html"", ""level"": ""Intermediate""}]",77.95,5,0,1,0,1013,0,0,1
9.13,0,AIML,80.03,74.69,"[{""skill"": ""management"", ""level"": ""Advanced""}, {""skill"": ""data science"", ""level"": ""Advanced""}, {""skill"": ""git"", ""level"": ""Intermediate""}]",62.46,1,3,1,1,974,2,0,1
7.49,5,IT,65.29,60.0,"[{""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""data science"", ""level"": ""Advanced""}, {""skill"": ""machine learning"", ""level"": ""Beginner""}, {""skill"": ""node"", ""level"": ""Intermediate""}, {""skill"": ""css"", ""level"": ""Beginner""}]",60.27,4,1,2,5,1063,0,0,0
5.39,3,ECE,73.28,69.88,"[{""skill"": ""management"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""cybersecurity"", ""level"": ""Intermediate""}, {""skill"": ""css"", ""level"": ""Intermediate""}]",43.11,5,0,2,4,1154,3,0,1
5.29,0,CYBER,81.17,86.51,"[{""skill"": ""react"", ""level"": ""Intermediate""}, {""skill"": ""dsa"", ""level"": ""Advanced""}, {""skill"": ""excel"", ""level"": ""Advanced""}, {""skill"": ""css"", ""level"": ""Advanced""}]",27.34,0,4,3,4,1106,2,2,0
6.67,0,CIVIL,85.15,82.35,"[{""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""cloud"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Intermediate""}]",56.46,0,0,1,3,1616,0,0,1
8.92,4,AIDS,70.15,63.61,"[{""skill"": ""dsa"", ""level"": ""Advanced""}, {""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Intermediate""}, {""skill"": ""testing"", ""level"": ""Advanced""}]",66.2,0,3,0,0,1085,2,2,1
8.54,0,AIML,85.68,86.82,"[{""skill"": ""css"", ""level"": ""Advanced""}, {""skill"": ""communication"", ""level"": ""Expert""}, {""skill"": ""git"", ""level"": ""Beginner""}]",44.98,6,2,1,4,1292,3,0,1
8.94,5,ECE,88.36,89.62,"[{""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Expert""}, {""skill"": ""java"", ""level"": ""Advanced""}, {""skill"": ""excel"", ""level"": ""Intermediate""}, {""skill"": ""data science"", ""level"": ""Intermediate""}]",85.14,0,3,3,0,1135,0,0,1
7.59,0,CSE,73.59,68.51,"[{""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""devops"", ""level"": ""Advanced""}, {""skill"": ""css"", ""level"": ""Intermediate""}, {""skill"": ""node"", ""level"": ""Intermediate""}]",75.1,6,3,1,4,1778,3,1,1
7.2,2,CSE,99.69,97.16,"[{""skill"": ""docker"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Expert""}, {""skill"": ""html"", ""level"": ""Beginner""}, {""skill"": ""devops"", ""level"": ""Advanced""}]",77.42,1,1,1,0,1324,1,2,1
5.74,3,CYBER,74.67,75.43,"[{""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""cybersecurity"", ""level"": ""Advanced""}, {""skill"": ""ai"", ""level"": ""Intermediate""}]",40.82,5,2,3,5,1042,3,0,1
6.64,2,AIDS,70.0,73.73,"[{""skill"": ""python"", ""level"": ""Beginner""}, {""skill"": ""machine learning"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Expert""}, {""skill"": ""cloud"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Intermediate""}]",21.03,0,5,1,1,800,1,0,1
7.17,5,IT,64.71,61.46,"[{""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""machine learning"", ""level"": ""Intermediate""}, {""skill"": ""html"", ""level"": ""Beginner""}]",72.7,1,2,2,0,1535,2,0,0
5.44,0,CSE,92.21,88.24,"[{""skill"": ""java"", ""level"": ""Advanced""}, {""skill"": ""management"", ""level"": ""Expert""}, {""skill"": ""css"", ""level"": ""Intermediate""}]",41.43,6,2,3,2,1146,2,2,1
6.1,5,CSE,80.23,89.79,"[{""skill"": ""html"", ""level"": ""Expert""}, {""skill"": ""python"", ""level"": ""Expert""}, {""skill"": ""management"", ""level"": ""Intermediate""}]",40.2,3,4,2,5,1162,1,2,1
7.99,4,AIDS,75.21,73.84,"[{""skill"": ""testing"", ""level"": ""Advanced""}, {""skill"": ""devops"", ""level"": ""Expert""}, {""skill"": ""dsa"", ""level"": ""Intermediate""}, {""skill"": ""figma"", ""level"": ""Advanced""}]",42.31,1,0,3,1,800,2,2,1
8.68,2,IT,65.26,66.51,"[{""skill"": ""html"", ""level"": ""Advanced""}, {""skill"": ""react"", ""level"": ""Beginner""}, {""skill"": ""machine learning"", ""level"": ""Advanced""}, {""skill"": ""node"", ""level"": ""Expert""}, {""skill"": ""presentation"", ""level"": ""Beginner""}, {""skill"": ""leadership"", ""level"": ""Advanced""}]",65.39,6,4,1,4,992,2,1,1
9.99,2,ECE,76.11,79.35,"[{""skill"": ""devops"", ""level"": ""Advanced""}, {""skill"": ""leadership"", ""level"": ""Expert""}, {""skill"": ""testing"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}]",100.0,6,5,2,4,1000,3,1,1
9.67,1,MECH,100.0,91.07,"[{""skill"": ""node"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""excel"", ""level"": ""Beginner""}]",65.72,1,2,2,3,1076,1,0,1
8.21,0,AIDS,60.0,60.0,"[{""skill"": ""dsa"", ""level"": ""Expert""}, {""skill"": ""cybersecurity"", ""level"": ""Advanced""}, {""skill"": ""html"", ""level"": ""Advanced""}, {""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Intermediate""}]",46.77,6,1,0,5,990,0,2,1
7.11,4,CIVIL,73.68,65.45,"[{""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""testing"", ""level"": ""Advanced""}, {""skill"": ""java"", ""level"": ""Advanced""}, {""skill"": ""cloud"", ""level"": ""Expert""}]",76.07,6,5,2,2,880,2,2,0
8.18,2,CIVIL,97.93,97.27,"[{""skill"": ""teamwork"", ""level"": ""Advanced""}, {""skill"": ""machine learning"", ""level"": ""Beginner""}, {""skill"": ""docker"", ""level"": ""Advanced""}, {""skill"": ""figma"", ""level"": ""Intermediate""}, {""skill"": ""dsa"", ""level"": ""Intermediate""}]",71.86,6,3,2,5,1238,2,1,0
8.93,2,CSE,92.49,99.36,"[{""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""html"", ""level"": ""Advanced""}, {""skill"": ""data science"", ""level"": ""Intermediate""}]",29.76,6,3,1,3,944,0,0,1
5.59,4,MECH,74.29,69.3,"[{""skill"": ""figma"", ""level"": ""Intermediate""}, {""skill"": ""react"", ""level"": ""Beginner""}, {""skill"": ""git"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Expert""}, {""skill"": ""node"", ""level"": ""Advanced""}]",68.71,3,4,2,5,1026,3,2,1
7.05,5,CYBER,82.04,73.7,"[{""skill"": ""git"", ""level"": ""Advanced""}, {""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""c++"", ""level"": ""Intermediate""}, {""skill"": ""figma"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}]",97.75,6,5,2,1,1132,3,2,0
9.2,5,AIML,84.63,94.07,"[{""skill"": ""git"", ""level"": ""Expert""}, {""skill"": ""c++"", ""level"": ""Beginner""}, {""skill"": ""teamwork"", ""level"": ""Expert""}, {""skill"": ""sql"", ""level"": ""Beginner""}]",21.48,4,4,2,3,1057,3,0,1
6.92,0,IT,81.34,75.6,"[{""skill"": ""docker"", ""level"": ""Expert""}, {""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""react"", ""level"": ""Expert""}, {""skill"": ""data science"", ""level"": ""Expert""}, {""skill"": ""ai"", ""level"": ""Intermediate""}]",37.38,1,1,1,1,853,0,1,1
7.86,1,CSE,97.84,90.35,"[{""skill"": ""react"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Beginner""}, {""skill"": ""cybersecurity"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Intermediate""}]",9.83,4,3,3,3,1442,3,1,0
7.94,2,CSE,83.4,91.49,"[{""skill"": ""data science"", ""level"": ""Beginner""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Beginner""}, {""skill"": ""html"", ""level"": ""Advanced""}]",65.69,3,4,1,0,1173,2,2,0
5.92,1,ECE,91.36,85.42,"[{""skill"": ""css"", ""level"": ""Intermediate""}, {""skill"": ""devops"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""dsa"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Beginner""}]",76.92,1,0,2,1,1560,3,0,1
6.81,5,AIDS,81.82,90.04,"[{""skill"": ""management"", ""level"": ""Expert""}, {""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""figma"", ""level"": ""Intermediate""}]",63.67,0,4,3,1,875,2,0,1
6.67,5,CSE,60.0,61.37,"[{""skill"": ""cybersecurity"", ""level"": ""Advanced""}, {""skill"": ""data science"", ""level"": ""Intermediate""}, {""skill"": ""python"", ""level"": ""Expert""}, {""skill"": ""figma"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Intermediate""}]",88.7,1,4,1,0,1295,0,0,0
5.13,3,ECE,68.08,74.5,"[{""skill"": ""java"", ""level"": ""Advanced""}, {""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Intermediate""}]",69.77,0,2,1,0,963,3,2,1
5.12,0,IT,70.15,71.08,"[{""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""figma"", ""level"": ""Intermediate""}, {""skill"": ""react"", ""level"": ""Intermediate""}]",87.15,2,0,3,2,1464,3,1,1
9.16,3,CSE,77.51,82.91,"[{""skill"": ""git"", ""level"": ""Expert""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""machine learning"", ""level"": ""Intermediate""}, {""skill"": ""data science"", ""level"": ""Advanced""}, {""skill"": ""testing"", ""level"": ""Advanced""}, {""skill"": ""node"", ""level"": ""Intermediate""}]",96.5,1,0,0,0,1364,2,1,1
